group_level,group_key,group_node_count,business,business_name,business_node_count,business_node_frequency
hardware_config,1067.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,4200000001,,1,1.0
hardware_config,1067.0|jarvis.A|Inspur|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000278,,1,1.0
hardware_config,1067.0|jarvis.A|Inspur|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000279,,1,1.0
hardware_config,1067.0|jarvis.A|Inspur|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000280,七牛CDN-ZJ月95,1,1.0
hardware_config,1067.0|jarvis.A|Inspur|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000281,,1,1.0
hardware_config,1067.0|jarvis.A|Inspur|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000282,,1,1.0
hardware_config,1067.0|jarvis.A|Inspur|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000292,,1,1.0
hardware_config,1067.0|jarvis.A|Inspur|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000295,,1,1.0
hardware_config,1067.0|jarvis.A|Inspur|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,1380460970,七牛CDN,1,1.0
hardware_config,1067.0|jarvis.A|To be filled by O.E.M.|To be filled by O.E.M.|aggregation|aggregation|False|q3|q3|q3|q3,1,10000001,百度拨测,1,1.0
hardware_config,1067.0|jarvis.A|To be filled by O.E.M.|To be filled by O.E.M.|aggregation|aggregation|False|q3|q3|q3|q3,1,10000064,百度小度,1,1.0
hardware_config,1067.0|jarvis.A|To be filled by O.E.M.|To be filled by O.E.M.|aggregation|aggregation|False|q3|q3|q3|q3,1,10000123,金山云ern_HQ,1,1.0
hardware_config,1067.0|jarvis.A|To be filled by O.E.M.|To be filled by O.E.M.|aggregation|aggregation|False|q3|q3|q3|q3,1,10000278,,1,1.0
hardware_config,1067.0|jarvis.A|To be filled by O.E.M.|To be filled by O.E.M.|aggregation|aggregation|False|q3|q3|q3|q3,1,10000292,,1,1.0
hardware_config,1077.0|jarvis.A|HSGM|D1581-Q3B|aggregation|aggregation|False|q3|q3|q3|q2,1,10000064,百度小度,1,1.0
hardware_config,1077.0|jarvis.A|HSGM|D1581-Q3B|aggregation|aggregation|False|q3|q3|q3|q2,1,10000278,,1,1.0
hardware_config,1077.0|jarvis.A|HSGM|D1581-Q3B|aggregation|aggregation|False|q3|q3|q3|q2,1,10000280,七牛CDN-ZJ月95,1,1.0
hardware_config,1077.0|jarvis.A|HSGM|D1581-Q3B|aggregation|aggregation|False|q3|q3|q3|q2,1,10000292,,1,1.0
hardware_config,1077.0|jarvis.A|HSGM|D1581-Q3B|aggregation|aggregation|False|q3|q3|q3|q2,1,10000304,快手严选,1,1.0
hardware_config,1077.0|jarvis.A|HSGM|D1581-Q3B|aggregation|aggregation|False|q3|q3|q3|q2,1,1380317970,快手点播,1,1.0
hardware_config,110.0|jarvis.A|Huawei|RH2288 V3|aggregation|aggregation|False|q3|q3|q3|q3,1,10000079,字节架构汇聚V2,1,1.0
hardware_config,110.0|jarvis.A|Huawei|RH2288 V3|aggregation|aggregation|False|q3|q3|q3|q3,1,10000278,,1,1.0
hardware_config,110.0|jarvis.A|Huawei|RH2288 V3|aggregation|aggregation|False|q3|q3|q3|q3,1,10000279,,1,1.0
hardware_config,110.0|jarvis.A|Huawei|RH2288 V3|aggregation|aggregation|False|q3|q3|q3|q3,1,10000280,七牛CDN-ZJ月95,1,1.0
hardware_config,110.0|jarvis.A|Huawei|RH2288 V3|aggregation|aggregation|False|q3|q3|q3|q3,1,10000282,,1,1.0
hardware_config,110.0|jarvis.A|Huawei|RH2288 V3|aggregation|aggregation|False|q3|q3|q3|q3,1,10000292,,1,1.0
hardware_config,110.0|jarvis.A|Huawei|RH2288 V3|aggregation|aggregation|False|q3|q3|q3|q3,1,10000295,,1,1.0
hardware_config,110.0|jarvis.A|Huawei|RH2288 V3|aggregation|aggregation|False|q3|q3|q3|q3,1,1380460970,七牛CDN,1,1.0
hardware_config,110.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000001,百度拨测,1,1.0
hardware_config,110.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000278,,1,1.0
hardware_config,110.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000279,,1,1.0
hardware_config,110.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000280,七牛CDN-ZJ月95,1,1.0
hardware_config,110.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000281,,1,1.0
hardware_config,110.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000282,,1,1.0
hardware_config,110.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000292,,1,1.0
hardware_config,110.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,10000295,,1,1.0
hardware_config,110.0|jarvis.A|INSPUR|SA5212M4|idc|dedicated|False|q3|q3|q3|q3,1,1380460970,七牛CDN,1,1.0
hardware_config,11511.0|droid.B|Amlogic|TVBOX|smallBox|aggregation|True|q1|q3|q3|q3,1,10000099,快手miniV2,1,1.0
hardware_config,11511.0|droid.B|Amlogic|TVBOX|smallBox|aggregation|True|q1|q3|q3|q3,1,10000129,爱奇艺mini盒子,1,1.0
hardware_config,11511.0|droid.B|Amlogic|TVBOX|smallBox|aggregation|True|q1|q3|q3|q3,1,10000149,百度小度mini盒子,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000204,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000207,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000208,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000209,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000225,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000227,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000228,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000251,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000256,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000262,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000272,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q2,1,10000288,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q3,1,10000222,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q3,1,10000236,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q2|q3|q3|q3,1,10000270,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000204,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000208,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000209,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000225,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000227,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000228,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000251,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000256,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000262,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000272,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000288,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000297,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000298,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000302,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000303,,1,1.0
hardware_config,11769.0|droid.B|CMDC_CHANGHONG|TV-BOX|smallBox|aggregation|True|q3|q3|q3|q2,1,10000320,,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|False|q3|q3|q3|q2,1,10000204,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|False|q3|q3|q3|q2,1,10000208,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|False|q3|q3|q3|q2,1,10000209,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|False|q3|q3|q3|q2,1,10000225,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|False|q3|q3|q3|q2,1,10000251,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|False|q3|q3|q3|q2,1,10000256,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000050,字节直播mini盒子,2,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000168,,3,0.75
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000181,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000182,\\N,2,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000190,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000193,\\N,2,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000196,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000202,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000204,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000207,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000208,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000209,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000216,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000217,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000218,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000225,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000227,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000228,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000234,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000238,\\N,3,0.75
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000251,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000253,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000256,\\N,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000262,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000272,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000274,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000287,,2,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000288,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000297,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000298,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000302,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-CH|smallBox|aggregation|True|q3|q3|q3|q2,4,10000303,,1,0.25
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000168,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000181,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000182,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000190,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000193,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000196,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000202,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000204,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000207,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000208,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000209,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000211,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000216,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000217,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000218,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000225,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000227,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000228,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000234,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000238,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000240,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000243,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000246,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000251,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000252,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000253,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000256,\\N,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000272,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000274,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000287,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000288,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000293,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000298,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000302,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q2,2,10000303,,1,0.5
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000050,字节直播mini盒子,2,0.6666666666666666
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000180,钛雾mini盒子,1,0.3333333333333333
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000202,\\N,1,0.3333333333333333
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000204,\\N,2,0.6666666666666666
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000207,,2,0.6666666666666666
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000208,\\N,3,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000209,\\N,3,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000225,\\N,2,0.6666666666666666
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000227,\\N,3,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000228,\\N,3,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000251,\\N,3,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000256,\\N,3,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000262,,2,0.6666666666666666
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000272,,3,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000288,,3,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000298,,1,0.3333333333333333
hardware_config,11769.0|droid.B|CMDC|CM311-5-ZG|smallBox|aggregation|True|q3|q3|q3|q3,3,10000303,,1,0.3333333333333333
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q2|q3|q3|q2,1,10000050,字节直播mini盒子,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q2|q3|q3|q2,1,10000204,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q2|q3|q3|q2,1,10000208,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q2|q3|q3|q2,1,10000209,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q2|q3|q3|q2,1,10000225,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q2|q3|q3|q2,1,10000227,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q2|q3|q3|q2,1,10000228,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q2|q3|q3|q2,1,10000251,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q2|q3|q3|q2,1,10000256,\\N,1,1.0
hardware_config,11769.0|droid.B|CMDC|CM311-5s-CH|smallBox|aggregation|True|q3|q3|q3|q2,1,10000181,\\N,1,1.0
